CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
7.103023055603633e-05,0.18,0.08327325162220621,0.0,0.3148148148148149,0.5775052692086607,0.652,0.26920313906646415,0.0,0.20801526717557253,0.28723404255319157,1.0,0.1311561759283645,0.4222222222222222
0.00030693601210211266,0.0,0.2548666186012978,0.0,0.17283950617283944,0.5479977007089482,0.789,0.34896198019441843,0.043478260869565216,0.1049618320610687,0.5531914893617023,1.0,0.2407163550171188,0.36888888888888893
0.0003067112328914923,0.0,0.2548666186012978,0.0,0.17283950617283944,0.6943858976815482,0.611,0.34896198019441843,0.043478260869565216,0.1049618320610687,0.5531914893617023,0.9897372535175752,0.10613642349223072,0.66
0.00036380515238906586,0.0,0.07858687815428984,0.0,0.15020576131687244,0.6585552787890402,0.45799999999999996,0.4485445898389546,0.08695652173913043,0.06679389312977099,0.648936170212766,0.9942760603156993,0.07742954964445616,0.6311111111111111
0.000776050224666821,0.0,0.07858687815428984,0.0,0.15020576131687244,0.6871048093504504,0.542,0.4485445898389546,0.08695652173913043,0.06679389312977099,0.648936170212766,1.0,0.0,0.6933333333333334
0.00033548297185089946,0.0,0.07858687815428984,0.0,0.15020576131687244,0.5497221689978923,0.5870000000000001,0.4485445898389546,0.08695652173913043,0.06679389312977099,0.648936170212766,0.9929900650562309,0.13721358967606004,0.5266666666666666
0.000992287825283615,0.125,0.28370583994232157,0.0,0.2860082304526749,0.4696301973558153,0.6659999999999999,0.40292264183542637,0.17391304347826086,0.2366412213740458,0.276595744680851,0.9967219728680217,0.32736370819067684,0.39777777777777773
0.0016245917447587107,0.125,0.28370583994232157,0.0,0.2860082304526749,0.5002874113814907,0.961,0.4383871818421555,0.17391304347826086,0.2366412213740458,0.276595744680851,1.0,0.5043455359494338,0.49111111111111116
0.0023741180225723283,0.125,0.28370583994232157,0.0,0.2860082304526749,0.3966277064571758,1.0,0.4503541907264774,0.17391304347826086,0.2366412213740458,0.276595744680851,0.9741035856573705,0.788253884645773,0.25555555555555554
0.0019110728486943698,0.125,0.28370583994232157,0.0,0.2860082304526749,0.4680973366545315,0.8590000000000001,0.4967308968891233,0.17391304347826086,0.2366412213740458,0.276595744680851,0.9743053104039539,0.45035554385040827,0.3088888888888889
0.0025275298338207296,0.125,0.28370583994232157,0.0,0.2860082304526749,0.5395669668518873,0.943,0.47441551710027374,0.17391304347826086,0.2366412213740458,0.276595744680851,0.988955570124565,0.5385830919146695,0.2222222222222222
0.0013202406935787323,0.125,0.28370583994232157,0.0,0.2860082304526749,0.46905537459283403,0.8290000000000001,0.4635033509443571,0.17391304347826086,0.2366412213740458,0.276595744680851,1.0,0.3494864366605215,0.3088888888888889
0.0010539897185989063,0.125,0.28370583994232157,0.0,0.2860082304526749,0.4460624640735774,0.39,0.3929561967463558,0.17391304347826086,0.2366412213740458,0.276595744680851,0.9838620202733371,0.4137476955491178,0.3711111111111111
0.007077847784014151,0.0,0.2934390771449171,0.0,0.3148148148148149,0.45755891933320564,0.618,0.325355327410452,0.13043478260869565,0.22900763358778625,0.8936170212765957,1.0,0.21754016328680537,0.3422222222222222
0.007170007260368502,0.0,0.2934390771449171,0.0,0.3148148148148149,0.48572523471929496,0.845,0.30302176067800923,0.13043478260869565,0.22900763358778625,0.8936170212765957,0.9574360784709264,0.2702133263102449,0.29333333333333333
0.007051211447555638,0.0,0.2934390771449171,0.0,0.3148148148148149,0.43552404675225137,0.565,0.3063590648273604,0.13043478260869565,0.22900763358778625,0.8936170212765957,0.9967724040546675,0.22307084540426655,0.3311111111111111
0.01184507767245623,0.0,0.2934390771449171,0.0,0.3148148148148149,0.454876413105959,0.293,0.3063590648273604,0.13043478260869565,0.22900763358778625,0.8936170212765957,0.9746583287104746,0.17329470634711616,0.40222222222222226
0.008813592848424635,0.0,0.2934390771449171,0.0,0.3148148148148149,0.46541483042728504,0.8170000000000001,0.2844710782129509,0.13043478260869565,0.22900763358778625,0.8936170212765957,0.9744061727772455,0.3863576507769292,0.2777777777777778
0.009021626007853785,0.0,0.2934390771449171,0.0,0.3148148148148149,0.36309637861659333,0.366,0.24251379934345133,0.13043478260869565,0.22900763358778625,0.8936170212765957,0.7278985324524687,0.3078746378720042,0.3377777777777778
